game_name,game_year,genre,GenerationCatergory
Karaoke Revolution Presents American Idol Encore 2,2008,Misc,Milienum
Mechanic Master,2008,Puzzle,Milienum
Brain Quest: Grades 5 & 6,2008,Misc,Milienum
NFL Head Coach 09,2008,Sports,Milienum
My SAT Coach with The Princeton Review,2008,Misc,Milienum
Naruto Ultimate Collection,2008,Misc,Milienum
Pimp My Ride,2008,Racing,Milienum
Pro Yaky? Spirits 5,2008,Sports,Milienum
Tokimeki Memorial: Girl's Side 2nd Season,2008,Adventure,Milienum
Pinball Hall of Fame: The Williams Collection,2008,Misc,Milienum
Space Chimps,2008,Platform,Milienum
The Spiderwick Chronicles,2008,Action,Milienum
Monster Lab,2008,Role-Playing,Milienum
Totally Spies! Totally Party,2008,Misc,Milienum
Naruto Shippuden: Naruto vs. Sasuke,2008,Action,Milienum
Karaoke Revolution Presents American Idol Encore,2008,Misc,Milienum
Soma Bringer,2008,Role-Playing,Milienum
Trauma Center: Under the Knife 2,2008,Simulation,Milienum
Death Jr.: Root of Evil,2008,Platform,Milienum
Mushroom Men: Rise of the Fungi,2008,Action,Milienum
Hellboy: The Science of Evil,2008,Action,Milienum
Patapon 2,2008,Misc,Milienum
My Boyfriend,2008,Simulation,Milienum
Rock Revolution,2008,Misc,Milienum
Help Wanted: 50 Wacky Jobs,2008,Simulation,Milienum
Princess Debut,2008,Misc,Milienum
Family Party: 30 Great Games,2008,Misc,Milienum
Exit DS,2008,Puzzle,Milienum
Universe at War: Earth Assault,2008,Action,Milienum
Corvette Evolution GT,2008,Racing,Milienum
Igor: The Game,2008,Adventure,Milienum
Blitz: The League II,2008,Sports,Milienum
America's Next Top Model,2008,Action,Milienum
Culdcept DS,2008,Strategy,Milienum
Football Director DS,2008,Sports,Milienum
Yggdra Union: We'll Never Fight Alone,2008,Role-Playing,Milienum
Monkey Mischief! Party Time,2008,Misc,Milienum
Pajama Sam: Don't Fear The Dark,2008,Adventure,Milienum
Little League World Series Baseball 2008,2008,Sports,Milienum
Tatsunoko vs. Capcom: Cross Generation of Heroes,2008,Fighting,Milienum
NFL Tour,2008,Sports,Milienum
Spider-Man: Web of Shadows,2008,Action,Milienum
SCORE International Baja 1000: The Official Game,2008,Racing,Milienum
Big League Sports,2008,Sports,Milienum
The History Channel: Civil War - Secret Missions,2008,Shooter,Milienum
King of Clubs: Mini Golf,2008,Sports,Milienum
Cate West: The Vanishing Files,2008,Adventure,Milienum
Lucky * Star: Ryouou Gakuen Outousai,2008,Adventure,Milienum
Horse Life Adventures,2008,Simulation,Milienum
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,2008,Adventure,Milienum
Championship Pony,2008,Simulation,Milienum
Mana Khemia: Student Alliance,2008,Role-Playing,Milienum
"Blast Works: Build, Trade, Destroy",2008,Shooter,Milienum
Ninja Reflex,2008,Action,Milienum
Red Bull BC One,2008,Misc,Milienum
Touch Mechanic,2008,Simulation,Milienum
Populous DS,2008,Strategy,Milienum
FIFA Street 3,2008,Sports,Milienum
Rygar: The Battle of Argus,2008,Action,Milienum
Wordmaster,2008,Strategy,Milienum
Raiden Fighters Aces,2008,Shooter,Milienum
Harvey Birdman: Attorney at Law,2008,Adventure,Milienum
echochrome,2008,Puzzle,Milienum
Championship Foosball,2008,Sports,Milienum
Tom Clancy's EndWar,2008,Strategy,Milienum
Lock's Quest,2008,Strategy,Milienum
Space Invaders Extreme,2008,Shooter,Milienum
Pipe Mania,2008,Puzzle,Milienum
Space Chimps,2008,Platform,Milienum
Doraemon: Nobita to Midori no Kyojinden DS,2008,Platform,Milienum
Spectral Force Genesis,2008,Role-Playing,Milienum
Agatha Christie: Evil Under the Sun,2008,Adventure,Milienum
World Championship Games: A Track & Field Event,2008,Sports,Milienum
Ratchet & Clank Future: Quest for Booty,2008,Platform,Milienum
Supreme Commander,2008,Strategy,Milienum
Ski and Shoot,2008,Sports,Milienum
MLB Superstars,2008,Sports,Milienum
Prinny: Can I Really Be the Hero?,2008,Platform,Milienum
The Mummy: Tomb of the Dragon Emperor,2008,Action,Milienum
Karaoke Revolution Presents American Idol Encore 2,2008,Misc,Milienum
The Mummy: Tomb of the Dragon Emperor,2008,Action,Milienum
Karaoke Revolution Presents American Idol Encore,2008,Misc,Milienum
Knights in the Nightmare,2008,Role-Playing,Milienum
Harvey Birdman: Attorney at Law,2008,Adventure,Milienum
Jumper: Griffin's Story,2008,Action,Milienum
My Stop Smoking Coach: Allen Carr's EasyWay,2008,Misc,Milienum
Battle Fantasia,2008,Fighting,Milienum
Bella Sara,2008,Misc,Milienum
Brain Voyage,2008,Puzzle,Milienum
My Make-Up,2008,Misc,Milienum
Midnight Play! Pack,2008,Misc,Milienum
L: the proLogue to DEATH NOTE - Rasen no Wana,2008,Adventure,Milienum
Monster Jam: Urban Assault,2008,Racing,Milienum
1 vs. 100,2008,Misc,Milienum
Guilty Gear XX Accent Core Plus,2008,Fighting,Milienum
Winter Sports 2: The Next Challenge,2008,Sports,Milienum
Ultimate Card Games DS,2008,Strategy,Milienum
Bleach: Heat the Soul 5,2008,Fighting,Milienum
SafeCracker: The Ultimate Puzzle Adventure,2008,Puzzle,Milienum
The Spiderwick Chronicles,2008,Action,Milienum
Elebits: The Adventures of Kai and Zero,2008,Adventure,Milienum
Kidou Senshi Gundam 00,2008,Action,Milienum
Pac-Man Power Pack,2008,Misc,Milienum
Miami Nights: Singles in the City,2008,Simulation,Milienum
Mortal Kombat Kollection,2008,Fighting,Milienum
Super Robot Taisen OG Saga: Endless Frontier,2008,Role-Playing,Milienum
Initial D: Extreme Stage,2008,Racing,Milienum
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",2008,Misc,Milienum
Jikkyou Powerful Pro Yakyuu 15,2008,Sports,Milienum
Worms: A Space Oddity,2008,Strategy,Milienum
Bangai-O Spirits,2008,Shooter,Milienum
TrackMania DS,2008,Racing,Milienum
Prey the Stars,2008,Action,Milienum
Line Rider 2: Unbound,2008,Puzzle,Milienum
Ultimate Shooting Collection,2008,Shooter,Milienum
Soul Bubbles,2008,Puzzle,Milienum
Code Lyoko: Fall of X.A.N.A.,2008,Adventure,Milienum
Wordfish,2008,Puzzle,Milienum
futureU: The Prep Game for SAT,2008,Misc,Milienum
New International Track & Field,2008,Sports,Milienum
Lost in Blue: Shipwrecked,2008,Adventure,Milienum
Penny Racers Party: Turbo-Q Speedway,2008,Racing,Milienum
Mission Runway,2008,Simulation,Milienum
Agatha Christie: And Then There Were None,2008,Adventure,Milienum
Nanashi no Game,2008,Adventure,Milienum
Backyard NFL Football '09,2008,Sports,Milienum
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,2008,Fighting,Milienum
Tokyo Beat Down,2008,Action,Milienum
The Legend of Kage 2,2008,Action,Milienum
Minna no Joushiki Ryoku TV,2008,Misc,Milienum
Tears to Tiara: Garland of the Earth,2008,Strategy,Milienum
Baroque,2008,Role-Playing,Milienum
Disaster: Day of Crisis,2008,Action,Milienum
SCORE International Baja 1000: The Official Game,2008,Racing,Milienum
My Fun Facts Coach,2008,Misc,Milienum
Kung Fu Panda: Legendary Warriors,2008,Action,Milienum
Kinnikuman Muscle Grand Prix Max 2: Tokumori,2008,Fighting,Milienum
Naruto Shippuden: Gekito Ninja Taisen! EX 3,2008,Fighting,Milienum
Winter Sports 2: The Next Challenge,2008,Sports,Milienum
The History Channel: Battle for the Pacific,2008,Shooter,Milienum
Margot's Word Brain,2008,Puzzle,Milienum
The Idolm@ster: Live for You!,2008,Misc,Milienum
Sigma Harmonics,2008,Role-Playing,Milienum
Summon Night,2008,Role-Playing,Milienum
The King of Fighters Collection: The Orochi Saga,2008,Fighting,Milienum
Harukanaru Toki no Naka de 4,2008,Adventure,Milienum
Digimon World Championship,2008,Role-Playing,Milienum
Let's Ride! Friends Forever,2008,Adventure,Milienum
Goosebumps HorrorLand,2008,Adventure,Milienum
Code Geass: Hangyaku no Lelouch - Lost Colors,2008,Adventure,Milienum
SNK Arcade Classics Vol. 1,2008,Misc,Milienum
Robocalypse,2008,Strategy,Milienum
"Flower, Sun, and Rain",2008,Adventure,Milienum
The Legend of Heroes: Trails in the Sky Third Chapter,2008,Role-Playing,Milienum
Jumper: Griffin's Story,2008,Action,Milienum
Homie Rollerz,2008,Racing,Milienum
Fantasy Aquarium by DS,2008,Simulation,Milienum
Silent Hill: Origins,2008,Action,Milienum
NHL 2K9,2008,Sports,Milienum
Tales of Rebirth,2008,Role-Playing,Milienum
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,2008,Adventure,Milienum
AMF Bowling Pinbusters!,2008,Sports,Milienum
Jake Power: Handyman,2008,Adventure,Milienum
My Dress-Up,2008,Misc,Milienum
Target: Terror,2008,Shooter,Milienum
Shrek's Carnival Craze Party Games,2008,Misc,Milienum
San Goku Shi Taisen Ten,2008,Strategy,Milienum
My Horse & Me: Riding for Gold,2008,Sports,Milienum
Jackass the Game DS,2008,Action,Milienum
Secret Files: Tunguska,2008,Adventure,Milienum
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,2008,Adventure,Milienum
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,2008,Role-Playing,Milienum
Secret Service: Ultimate Sacrifice,2008,Action,Milienum
Tropix,2008,Puzzle,Milienum
Hammerin' Hero,2008,Action,Milienum
The Tale of Despereaux,2008,Platform,Milienum
Freddi Fish: Kelp Seed Mystery,2008,Adventure,Milienum
Imagine: Gymnast,2008,Simulation,Milienum
Pipe Mania,2008,Puzzle,Milienum
Prince of Persia: The Fallen King,2008,Action,Milienum
Brain Quest: Grades 3 & 4,2008,Misc,Milienum
Insecticide,2008,Action,Milienum
Chrysler Classic Racing,2008,Racing,Milienum
Bleach: Versus Crusade,2008,Fighting,Milienum
My Pet Shop,2008,Simulation,Milienum
Cabela's Trophy Bucks,2008,Sports,Milienum
Smart Boy's Toys Club,2008,Misc,Milienum
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,Adventure,Milienum
Monster Madness: Grave Danger,2008,Shooter,Milienum
Crimson Gem Saga,2008,Role-Playing,Milienum
Steambot Chronicles: Battle Tournament,2008,Fighting,Milienum
Spy Fox in Dry Cereal,2008,Adventure,Milienum
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008,Action,Milienum
Kuukan * Zukei: Hirameki Training - KuuTore,2008,Misc,Milienum
From The Abyss,2008,Role-Playing,Milienum
Samurai Shodown Anthology,2008,Fighting,Milienum
Di-Gata Defenders,2008,Role-Playing,Milienum
Code Geass: Hangyaku no Lelouch - Lost Colors,2008,Adventure,Milienum
Alone in the Dark,2008,Adventure,Milienum
Guilty Gear XX Accent Core Plus,2008,Fighting,Milienum
Higurashi Daybreak Portable,2008,Adventure,Milienum
Puzzler Collection,2008,Puzzle,Milienum
Cocoto Kart Racer,2008,Racing,Milienum
Mobile Suit Gundam 00: Gundam Meisters,2008,Action,Milienum
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008,Simulation,Milienum
Winter Sports 2: The Next Challenge,2008,Sports,Milienum
DropCast,2008,Puzzle,Milienum
Summon Night 2,2008,Role-Playing,Milienum
D.C. II P.S.: Da Capo II Plus Situation,2008,Adventure,Milienum
Rock Blast,2008,Puzzle,Milienum
Little League World Series Baseball 2008,2008,Sports,Milienum
Fate/Tiger Colosseum Upper,2008,Fighting,Milienum
Theresia...,2008,Adventure,Milienum
Pop Cutie! Street Fashion Simulation,2008,Simulation,Milienum
Jumper: Griffin's Story,2008,Action,Milienum
Winx Club: Mission Enchantix,2008,Adventure,Milienum
Gegege no Kitarou: Youkai Daigekisen,2008,Action,Milienum
Emblem of Gundam,2008,Strategy,Milienum
Warriors Orochi 2,2008,Action,Milienum
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008,Misc,Milienum
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008,Role-Playing,Milienum
MLB Power Pros 2008,2008,Sports,Milienum
Real Soccer 2009,2008,Sports,Milienum
Vampire Rain: Altered Species,2008,Action,Milienum
Aquarium by DS,2008,Simulation,Milienum
PopStar Guitar,2008,Misc,Milienum
Rhapsody: A Musical Adventure,2008,Role-Playing,Milienum
KimiKiss (ebKore+),2008,Adventure,Milienum
Mame Goma 2: Uchi no Ko ga Ichiban!,2008,Simulation,Milienum
Space Chimps,2008,Platform,Milienum
My Horse & Me: Riding for Gold,2008,Sports,Milienum
Hail to the Chimp,2008,Misc,Milienum
Drivers Ed Portable,2008,Misc,Milienum
Unsolved Crimes,2008,Adventure,Milienum
Samurai Dou Portable,2008,Action,Milienum
Princess on Ice,2008,Sports,Milienum
Front Mission 2089: Border of Madness,2008,Strategy,Milienum
Mister Slime,2008,Action,Milienum
Defendin' De Penguin,2008,Strategy,Milienum
Jake Power: Policeman,2008,Adventure,Milienum
Zoo Quest: Puzzle Fun!,2008,Puzzle,Milienum
Dreamer Series: Puppy Trainer,2008,Simulation,Milienum
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Milienum
Pony Friends: Mini Breeds Edition,2008,Simulation,Milienum
Dokapon Journey,2008,Role-Playing,Milienum
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008,Role-Playing,Milienum
Nanostray 2,2008,Shooter,Milienum
Sengoku Basara X,2008,Fighting,Milienum
Secret Files: Tunguska,2008,Adventure,Milienum
Suzuki Super-Bikes II: Riding Challenge,2008,Racing,Milienum
George of the Jungle and the Search for the Secret,2008,Platform,Milienum
Hail to the Chimp,2008,Misc,Milienum
Assassin's Creed: Altair's Chronicles,2008,Platform,Milienum
Smart Kid's Party Fun Pak,2008,Misc,Milienum
Monster Band,2008,Misc,Milienum
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,2008,Misc,Milienum
Houkago Shounen,2008,Misc,Milienum
Harukanaru Toki no Naka de: Yumenoukihashi,2008,Adventure,Milienum
Spitfire Heroes: Tales of the Royal Air Force,2008,Simulation,Milienum
Neverland Card Battles,2008,Role-Playing,Milienum
Koihime Musou,2008,Adventure,Milienum
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,2008,Misc,Milienum
Secret Service,2008,Action,Milienum
Deadliest Catch: Alaskan Storm,2008,Sports,Milienum
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008,Misc,Milienum
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,2008,Action,Milienum
Cesar Millan's Dog Whisperer,2008,Simulation,Milienum
M&M's Adventure,2008,Adventure,Milienum
Soul Eater: Plot of Medusa,2008,Action,Milienum
Color Cross,2008,Misc,Milienum
The Dark Spire,2008,Role-Playing,Milienum
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008,Role-Playing,Milienum
Wonder World Amusement Park,2008,Misc,Milienum
Shaun the Sheep,2008,Adventure,Milienum
Rapala Fishing Frenzy 2009,2008,Sports,Milienum
Professor Heinz Wolff's Gravity,2008,Puzzle,Milienum
Lux-Pain,2008,Adventure,Milienum
Hiiro no Kakera DS,2008,Adventure,Milienum
Bleach: Soul Carnival,2008,Fighting,Milienum
Looney Tunes: Cartoon Conductor,2008,Misc,Milienum
National Geographic Panda (US sales),2008,Simulation,Milienum
Phoenix Wright: Revived Turnabout,2008,Misc,Milienum
The Tale of Despereaux,2008,Platform,Milienum
Backyard Baseball '09,2008,Sports,Milienum
Sekai no Gohan Shaberu! DS Oryouri Navi,2008,Misc,Milienum
Candace Kane's Candy Factory,2008,Action,Milienum
Hanayori Danshi: Koi Seyo Onago,2008,Adventure,Milienum
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008,Action,Milienum
Twilight Syndrome: Kinjiratera Toshi Densetsu,2008,Adventure,Milienum
Kanuchi: Shiroki Tsubasa no Shou,2008,Adventure,Milienum
Katekyoo Hitman Reborn! Battle Arena,2008,Fighting,Milienum
SPRay,2008,Action,Milienum
Battle Rage,2008,Shooter,Milienum
Igor: The Game,2008,Adventure,Milienum
Myth Makers: Trixie in Toyland,2008,Platform,Milienum
Mazes of Fate DS,2008,Role-Playing,Milienum
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,Misc,Milienum
Hellboy: The Science of Evil,2008,Action,Milienum
Mortimer Beckett and the Secrets of Spooky Manor,2008,Puzzle,Milienum
Ferrari Challenge Trofeo Pirelli,2008,Racing,Milienum
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,Racing,Milienum
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008,Simulation,Milienum
12Riven: The Psi-Climinal of Integral,2008,Adventure,Milienum
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,Shooter,Milienum
Motto TOEIC Test DS Training,2008,Misc,Milienum
Go Diego Go!: Safari Rescue,2008,Action,Milienum
99 no Namida,2008,Adventure,Milienum
Clannad,2008,Adventure,Milienum
Ookami to Koushinryou: Boku to Horo no Ichinen,2008,Adventure,Milienum
Twin Strike: Operation Thunder,2008,Shooter,Milienum
PopStar Guitar,2008,Misc,Milienum
Memories Off 6: T-Wave,2008,Adventure,Milienum
Story Hour: Fairy Tales,2008,Adventure,Milienum
Aquanaut's Holiday: Kakusareta Kiroku,2008,Adventure,Milienum
Little Red Riding Hood's Zombie BBQ,2008,Shooter,Milienum
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Adventure,Milienum
GoPets: Vacation Island,2008,Simulation,Milienum
Pia Carrot e Youkoso!! 2.5,2008,Adventure,Milienum
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,Milienum
Fading Shadows,2008,Puzzle,Milienum
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008,Misc,Milienum
Bratz Kidz,2008,Misc,Milienum
Pirates: Duels on the High Seas,2008,Action,Milienum
Crazy Machines,2008,Puzzle,Milienum
"My World, My Way (US sales)",2008,Role-Playing,Milienum
Zenkoku Dekotora Matsuri,2008,Racing,Milienum
Travel Coach: Europe 1,2008,Misc,Milienum
Tokyo Majin Gakuen: Kenfuuchou,2008,Adventure,Milienum
Clever Kids: Pirates,2008,Misc,Milienum
Cake Mania: Baker's Challenge,2008,Puzzle,Milienum
Zoo Vet: Endangered Animals,2008,Simulation,Milienum
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008,Simulation,Milienum
Crazy Chicken: Star Karts,2008,Racing,Milienum
Super Dodgeball Brawlers (jp sales),2008,Sports,Milienum
Shining Stars,2008,Action,Milienum
Emma at the Farm,2008,Adventure,Milienum
Summer Athletics: The Ultimate Challenge,2008,Sports,Milienum
Jewel Master: Cradle of Rome,2008,Puzzle,Milienum
Crash Time: Autobahn Pusuit,2008,Racing,Milienum
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Strategy,Milienum
Custom Beat Battle: Draglade 2,2008,Fighting,Milienum
Toy Shop,2008,Simulation,Milienum
Vitamin X Evolution,2008,Adventure,Milienum
BeatMania IIDX 14 Gold,2008,Simulation,Milienum
Smart Girl's Winter Wonderland,2008,Misc,Milienum
Togainu no Chi: True Blood,2008,Adventure,Milienum
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Misc,Milienum
My Pet Shop (JP sales),2008,Simulation,Milienum
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Milienum
Montessori Music,2008,Misc,Milienum
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008,Adventure,Milienum
Doodle Hex,2008,Puzzle,Milienum
Otomedius Gorgeous,2008,Shooter,Milienum
Code Lyoko: Quest for Infinity,2008,Action,Milienum
Away: Shuffle Dungeon,2008,Role-Playing,Milienum
Kekkaishi: Kokubourou Shuurai,2008,Action,Milienum
Shugo Chara! Amunonijiro Chara Change,2008,Action,Milienum
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008,Adventure,Milienum
Hiiro no Kakera 3: Aoikuro no Kusabi,2008,Adventure,Milienum
Who Wants to be a Millionaire: 2nd Edition,2008,Misc,Milienum
DokiDoki Majo Shinpan! 2,2008,Adventure,Milienum
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008,Adventure,Milienum
Lux-Pain (JP sales),2008,Adventure,Milienum
Downstream Panic!,2008,Action,Milienum
Story Hour: Adventures,2008,Adventure,Milienum
Hakuouki,2008,Adventure,Milienum
Nippon no Asoko de,2008,Misc,Milienum
BeatMania IIDX 15: DJ Troopers,2008,Simulation,Milienum
Kung Fu Panda: Legendary Warriors,2008,Action,Milienum
Dream Pinball 3D,2008,Misc,Milienum
Saihai no Yukue,2008,Strategy,Milienum
Merv Griffin's Crosswords,2008,Puzzle,Milienum
Wrestle Angels: Survivor 2,2008,Fighting,Milienum
Nobunaga no Yabou DS 2,2008,Strategy,Milienum
Safari Adventures: Africa,2008,Adventure,Milienum
Moto Racer DS,2008,Racing,Milienum
Akane Iro ni Somaru Saka Parallel,2008,Adventure,Milienum
Clannad,2008,Adventure,Milienum
Galileo,2008,Adventure,Milienum
Cake Mania: Baker's Challenge,2008,Puzzle,Milienum
Ducati Moto,2008,Racing,Milienum
Pop Cutie! Street Fashion Simulation (JP sales),2008,Simulation,Milienum
Kawasaki Snowmobiles,2008,Racing,Milienum
Last Escort 2: Shinya no Amai Toge,2008,Adventure,Milienum
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008,Action,Milienum
Pro Yakyuu Family Stadium,2008,Sports,Milienum
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,Milienum
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,2008,Simulation,Milienum
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,2008,Action,Milienum
Ikki Tousen: Eloquent Fist,2008,Fighting,Milienum
Pony Luv,2008,Simulation,Milienum
Vantage Master Portable,2008,Role-Playing,Milienum
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",2008,Misc,Milienum
George of the Jungle and the Search for the Secret,2008,Platform,Milienum
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,2008,Sports,Milienum
Major Dream: Major DS Dream Baseball,2008,Sports,Milienum
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,Adventure,Milienum
Cocoto Magic Circus,2008,Shooter,Milienum
Line Rider 2: Unbound,2008,Puzzle,Milienum
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,Adventure,Milienum
Kawasaki Jet Ski,2008,Racing,Milienum
D.Gray-man: Sousha no Shikaku,2008,Adventure,Milienum
School Days LxH,2008,Adventure,Milienum
Akai Ito DS,2008,Adventure,Milienum
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,Adventure,Milienum
Casper's Scare School: Classroom Capers,2008,Adventure,Milienum
Tennis no Oji-Sama: Driving Smash! Side King,2008,Sports,Milienum
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,2008,Misc,Milienum
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,2008,Simulation,Milienum
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,2008,Misc,Milienum
Jake Hunter: Detective Chronicles,2008,Adventure,Milienum
Final Approach 2: 1st Priority,2008,Adventure,Milienum
Commando: Steel Disaster,2008,Shooter,Milienum
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,2008,Fighting,Milienum
Daikaijuu Battle: Ultra Coliseum,2008,Fighting,Milienum
Minna de Dokusho: Keatai Shousetsu Desu,2008,Misc,Milienum
Polar Bowler,2008,Sports,Milienum
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,2008,Adventure,Milienum
Mushishi: Amefuru Sato,2008,Simulation,Milienum
Backyard Baseball '09,2008,Sports,Milienum
Zwei!!,2008,Role-Playing,Milienum
Defendin' De Penguin,2008,Strategy,Milienum
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,2008,Role-Playing,Milienum
Ten Pin Alley 2,2008,Sports,Milienum
Coded Soul: Uke Keigareshi Idea,2008,Role-Playing,Milienum
Aoishiro,2008,Adventure,Milienum
Mary King's Riding School,2008,Simulation,Milienum
PC Engine Best Collection: Tengai Makyou Collection,2008,Role-Playing,Milienum
Dreamer Series: Horse Trainer,2008,Simulation,Milienum
Chrysler Classic Racing,2008,Racing,Milienum
Prism Ark: Awake,2008,Adventure,Milienum
Bomberman 2,2008,Puzzle,Milienum
Iridium Runners,2008,Racing,Milienum
Emergency Mayhem,2008,Racing,Milienum
Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Action,Milienum
Barnyard Blast: Swine of the Night,2008,Platform,Milienum
Moe Star: Moeru Toudai Eigojuku,2008,Misc,Milienum
Ketsui Death Label,2008,Shooter,Milienum
Otometeki Koi Kakumei * Love Revo!! DS,2008,Adventure,Milienum
Uchi no 3 Shimai DS,2008,Misc,Milienum
Soul Eater: Monotone Princess,2008,Action,Milienum
Chou!! Super Nep League DS,2008,Sports,Milienum
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,2008,Misc,Milienum
Thunder Force VI,2008,Shooter,Milienum
Hiiro no Kakera Portable,2008,Adventure,Milienum
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,Adventure,Milienum
Night Wizard the Video Game: Denial of the World,2008,Adventure,Milienum
Sengoku Efuda Yuugi: Hototogisu Ran,2008,Misc,Milienum
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,2008,Adventure,Milienum
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,2008,Action,Milienum
Oyaku de Asoberu DS Ehon: Ukkari Penelope,2008,Simulation,Milienum
Simple DS Series Vol. 42: The Haioku Byoutou,2008,Adventure,Milienum
Yume Neko DS,2008,Simulation,Milienum
SBK Superbike World Championship,2008,Racing,Milienum
Hotel Giant DS,2008,Simulation,Milienum
Donkey Kong Jungle Beat,2008,Platform,Milienum
Diary Girl,2008,Misc,Milienum
Kimi no Yuusha,2008,Role-Playing,Milienum
Cosmetic Paradise: Make no Kiseki,2008,Misc,Milienum
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008,Adventure,Milienum
My Little Baby,2008,Simulation,Milienum
NiGHTS into dreams...,2008,Platform,Milienum
Totally Spies! Totally Party,2008,Misc,Milienum
Banjo-Kazooie,2008,Platform,Milienum
Samurai Shodown Anthology (JP sales),2008,Fighting,Milienum
Winning Post 7 Maximum 2008,2008,Sports,Milienum
Fab 5 Soccer,2008,Sports,Milienum
Best Of Tests,2008,Puzzle,Milienum
Major Dream: Major Wii Nagero! Gyroball!!,2008,Sports,Milienum
Bakumatsu Koihana: Shinsengumi DS,2008,Adventure,Milienum
Winning Post 7 Maximum 2008,2008,Sports,Milienum
Dr. Slump & Arale-Chan,2008,Adventure,Milienum
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008,Misc,Milienum
Chokkan! Asonde Relaxuma,2008,Action,Milienum
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,2008,Adventure,Milienum
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,2008,Adventure,Milienum
San-X Character Channel: All-Star Daishuugou!,2008,Action,Milienum
Who Wants to be a Millionaire: 2nd Edition,2008,Misc,Milienum
